probeset,hgnc
ARHGAP31|57514,ARHGAP31
ARHGAP32|9743,ARHGAP32
ARHGAP33|115703,ARHGAP33
ARHGAP36|158763,ARHGAP36
ARHGAP39|80728,ARHGAP39
ARHGAP4|393,ARHGAP4
ARHGAP42|143872,ARHGAP42
ARHGAP5|394,ARHGAP5
ARHGAP6|395,ARHGAP6
ARHGAP8|23779,ARHGAP8
ARHGAP9|64333,ARHGAP9
ARHGDIA|396,ARHGDIA
ARHGDIB|397,ARHGDIB
ARHGDIG|398,ARHGDIG
ARHGEF1|9138,ARHGEF1
ARHGEF10|9639,ARHGEF10
ARHGEF10L|55160,ARHGEF10L
ARHGEF11|9826,ARHGEF11
ARHGEF12|23365,ARHGEF12
ARHGEF15|22899,ARHGEF15
ARHGEF16|27237,ARHGEF16
ARHGEF17|9828,ARHGEF17
ARHGEF18|23370,ARHGEF18
ARHGEF19|128272,ARHGEF19
ARHGEF2|9181,ARHGEF2
ARHGEF3|50650,ARHGEF3
ARHGEF33|100271715,ARHGEF33
ARHGEF35|445328,ARHGEF35
ARHGEF37|389337,ARHGEF37
ARHGEF38|54848,ARHGEF38
ARHGEF4|50649,ARHGEF4
ARHGEF5|7984,ARHGEF5
ARHGEF6|9459,ARHGEF6
ARHGEF7|8874,ARHGEF7
ARHGEF9|23229,ARHGEF9
ARID1A|8289,ARID1A
ARID1B|57492,ARID1B
ARID2|196528,ARID2
ARID3A|1820,ARID3A
ARID3B|10620,ARID3B
ARID3C|138715,ARID3C
ARID4A|5926,ARID4A
ARID4B|51742,ARID4B
ARID5A|10865,ARID5A
ARID5B|84159,ARID5B
ARIH1|25820,ARIH1
ARIH2|10425,ARIH2
ARL1|400,ARL1
ARL10|285598,ARL10
ARL11|115761,ARL11
ARL13A|392509,ARL13A
ARL13B|200894,ARL13B
ARL14|80117,ARL14
ARL15|54622,ARL15
ARL16|339231,ARL16
ARL17A|51326,ARL17A
ARL17B|641522,ARL17B
ARL2|402,ARL2
ARL2BP|23568,ARL2BP
ARL3|403,ARL3
ARL4A|10124,ARL4A
ARL4C|10123,ARL4C
ARL4D|379,ARL4D
ARL5A|26225,ARL5A
ARL5B|221079,ARL5B
ARL5C|390790,ARL5C
ARL6|84100,ARL6
ARL6IP1|23204,ARL6IP1
ARL6IP4|51329,ARL6IP4
ARL6IP5|10550,ARL6IP5
ARL6IP6|151188,ARL6IP6
ARL8A|127829,ARL8A
ARL8B|55207,ARL8B
ARL9|132946,ARL9
ARMC1|55156,ARMC1
ARMC10|83787,ARMC10
ARMC2|84071,ARMC2
ARMC3|219681,ARMC3
ARMC4|55130,ARMC4
ARMC5|79798,ARMC5
ARMC6|93436,ARMC6
ARMC7|79637,ARMC7
ARMC8|25852,ARMC8
ARMC9|80210,ARMC9
ARMCX1|51309,ARMCX1
ARMCX2|9823,ARMCX2
ARMCX3|51566,ARMCX3
ARMCX5|64860,ARMCX5
ARMCX6|54470,ARMCX6
ARMS2|387715,ARMS2
ARNT|405,ARNT
ARNT2|9915,ARNT2
ARNTL|406,ARNTL
ARNTL2|56938,ARNTL2
ARPC1A|10552,ARPC1A
ARPC1B|10095,ARPC1B
ARPC2|10109,ARPC2
ARPC3|10094,ARPC3
ARPC4|10093,ARPC4
ARPC5|10092,ARPC5
ARPC5L|81873,ARPC5L
ARPM1|84517,ARPM1
ARPP19|10776,ARPP19
ARPP21|10777,ARPP21
ARR3|407,ARR3
ARRB1|408,ARRB1
ARRB2|409,ARRB2
ARRDC1|92714,ARRDC1
ARRDC2|27106,ARRDC2
ARRDC3|57561,ARRDC3
ARRDC4|91947,ARRDC4
ARRDC5|645432,ARRDC5
ARSA|410,ARSA
ARSB|411,ARSB
ARSD|414,ARSD
ARSE|415,ARSE
ARSF|416,ARSF
ARSG|22901,ARSG
ARSH|347527,ARSH
ARSI|340075,ARSI
ARSJ|79642,ARSJ
ARSK|153642,ARSK
ART1|417,ART1
ART3|419,ART3
ART4|420,ART4
ART5|116969,ART5
ARTN|9048,ARTN
ARV1|64801,ARV1
ARVCF|421,ARVCF
ARX|170302,ARX
AS3MT|57412,AS3MT
ASAH1|427,ASAH1
ASAH2|56624,ASAH2
ASAH2B|653308,ASAH2B
ASAM|79827,ASAM
ASAP1|50807,ASAP1
ASAP1IT1|29065,ASAP1IT1
ASAP2|8853,ASAP2
ASAP3|55616,ASAP3
ASB1|51665,ASB1
ASB10|136371,ASB10
ASB11|140456,ASB11
ASB12|142689,ASB12
ASB13|79754,ASB13
ASB14|142686,ASB14
ASB15|142685,ASB15
ASB16|92591,ASB16
ASB17|127247,ASB17
ASB18|401036,ASB18
ASB2|51676,ASB2
ASB3|51130,ASB3
ASB4|51666,ASB4
ASB5|140458,ASB5
ASB6|140459,ASB6
ASB7|140460,ASB7
ASB8|140461,ASB8
ASB9|140462,ASB9
ASCC1|51008,ASCC1
ASCC2|84164,ASCC2
ASCC3|10973,ASCC3
ASCL1|429,ASCL1
ASCL2|430,ASCL2
ASCL3|56676,ASCL3
ASCL4|121549,ASCL4
ASF1A|25842,ASF1A
ASF1B|55723,ASF1B
ASFMR1|100126270,ASFMR1
ASGR1|432,ASGR1
ASGR2|433,ASGR2
ASH1L|55870,ASH1L
ASH2L|9070,ASH2L
ASIP|434,ASIP
ASL|435,ASL
ASMT|438,ASMT
ASMTL|8623,ASMTL
ASNA1|439,ASNA1
ASNS|440,ASNS
ASNSD1|54529,ASNSD1
ASPA|443,ASPA
ASPDH|554235,ASPDH
ASPG|374569,ASPG
ASPH|444,ASPH
ASPHD1|253982,ASPHD1
ASPHD2|57168,ASPHD2
ASPM|259266,ASPM
ASPN|54829,ASPN
ASPRV1|151516,ASPRV1
ASPSCR1|79058,ASPSCR1
ASRGL1|80150,ASRGL1
ASS1|445,ASS1
ASTE1|28990,ASTE1
ASTL|431705,ASTL
ASTN1|460,ASTN1
ASTN2|23245,ASTN2
ASXL1|171023,ASXL1
ASXL2|55252,ASXL2
ASXL3|80816,ASXL3
ASZ1|136991,ASZ1
ATAD1|84896,ATAD1
ATAD2|29028,ATAD2
ATAD2B|54454,ATAD2B
ATAD3A|55210,ATAD3A
ATAD3B|83858,ATAD3B
ATAD3C|219293,ATAD3C
ATAD5|79915,ATAD5
ATCAY|85300,ATCAY
ATE1|11101,ATE1
ATF1|466,ATF1
ATF2|1386,ATF2
ATF3|467,ATF3
ATF4|468,ATF4
ATF5|22809,ATF5
ATF6|22926,ATF6
ATF6B|1388,ATF6B
ATF7|11016,ATF7
ATF7IP|55729,ATF7IP
ATF7IP2|80063,ATF7IP2
ATG10|83734,ATG10
ATG12|9140,ATG12
ATG16L1|55054,ATG16L1
ATG16L2|89849,ATG16L2
ATG2A|23130,ATG2A
ATG2B|55102,ATG2B
ATG3|64422,ATG3
ATG4A|115201,ATG4A
ATG4B|23192,ATG4B
ATG4C|84938,ATG4C
ATG4D|84971,ATG4D
ATG5|9474,ATG5
ATG7|10533,ATG7
ATG9A|79065,ATG9A
ATG9B|285973,ATG9B
ATHL1|80162,ATHL1
ATIC|471,ATIC
ATL1|51062,ATL1
ATL2|64225,ATL2
ATL3|25923,ATL3
ATM|472,ATM
ATMIN|23300,ATMIN
ATN1|1822,ATN1
ATOH1|474,ATOH1
ATOH7|220202,ATOH7
ATOH8|84913,ATOH8
ATOX1|475,ATOX1
ATP10A|57194,ATP10A
ATP10B|23120,ATP10B
ATP10D|57205,ATP10D
ATP11A|23250,ATP11A
ATP11B|23200,ATP11B
ATP11C|286410,ATP11C
ATP12A|479,ATP12A
ATP13A1|57130,ATP13A1
ATP13A2|23400,ATP13A2
ATP13A3|79572,ATP13A3
ATP13A4|84239,ATP13A4
ATP13A5|344905,ATP13A5
ATP1A1|476,ATP1A1
ATP1A2|477,ATP1A2
ATP1A3|478,ATP1A3
ATP1A4|480,ATP1A4
ATP1B1|481,ATP1B1
ATP1B2|482,ATP1B2
ATP1B3|483,ATP1B3
ATP1B4|23439,ATP1B4
ATP2A1|487,ATP2A1
ATP2A2|488,ATP2A2
ATP2A3|489,ATP2A3
ATP2B1|490,ATP2B1
ATP2B2|491,ATP2B2
ATP2B3|492,ATP2B3
ATP2B4|493,ATP2B4
ATP2C1|27032,ATP2C1
ATP2C2|9914,ATP2C2
ATP4A|495,ATP4A
ATP4B|496,ATP4B
ATP5A1|498,ATP5A1
ATP5B|506,ATP5B
ATP5C1|509,ATP5C1
ATP5D|513,ATP5D
ATP5E|514,ATP5E
ATP5EP2|432369,ATP5EP2
ATP5F1|515,ATP5F1
ATP5G1|516,ATP5G1
ATP5G2|517,ATP5G2
ATP5G3|518,ATP5G3
ATP5H|10476,ATP5H
ATP5I|521,ATP5I
ATP5J|522,ATP5J
ATP5J2|9551,ATP5J2
ATP5L|10632,ATP5L
ATP5L2|267020,ATP5L2
ATP5O|539,ATP5O
ATP5S|27109,ATP5S
ATP5SL|55101,ATP5SL
ATP6AP1|537,ATP6AP1
ATP6AP1L|92270,ATP6AP1L
ATP6AP2|10159,ATP6AP2
ATP6V0A1|535,ATP6V0A1
ATP6V0A2|23545,ATP6V0A2
ATP6V0A4|50617,ATP6V0A4
ATP6V0B|533,ATP6V0B
ATP6V0C|527,ATP6V0C
ATP6V0D1|9114,ATP6V0D1
ATP6V0D2|245972,ATP6V0D2
ATP6V0E1|8992,ATP6V0E1
ATP6V0E2|155066,ATP6V0E2
ATP6V1A|523,ATP6V1A
ATP6V1B1|525,ATP6V1B1
ATP6V1B2|526,ATP6V1B2
ATP6V1C1|528,ATP6V1C1
ATP6V1C2|245973,ATP6V1C2
ATP6V1D|51382,ATP6V1D
ATP6V1E1|529,ATP6V1E1
ATP6V1E2|90423,ATP6V1E2
ATP6V1F|9296,ATP6V1F
ATP6V1G1|9550,ATP6V1G1
ATP6V1G2|534,ATP6V1G2
ATP6V1G3|127124,ATP6V1G3
ATP6V1H|51606,ATP6V1H
ATP7A|538,ATP7A
ATP7B|540,ATP7B
ATP8A1|10396,ATP8A1
ATP8A2|51761,ATP8A2
ATP8B1|5205,ATP8B1
ATP8B2|57198,ATP8B2
ATP8B3|148229,ATP8B3
ATP8B4|79895,ATP8B4
ATP8B5P|158381,ATP8B5P
ATP9A|10079,ATP9A
ATP9B|374868,ATP9B
ATPAF1|64756,ATPAF1
ATPAF2|91647,ATPAF2
ATPBD4|89978,ATPBD4
ATPIF1|93974,ATPIF1
ATR|545,ATR
ATRIP|84126,ATRIP
ATRN|8455,ATRN
ATRNL1|26033,ATRNL1
ATRX|546,ATRX
ATXN1|6310,ATXN1
ATXN10|25814,ATXN10
ATXN1L|342371,ATXN1L
ATXN2|6311,ATXN2
ATXN2L|11273,ATXN2L
ATXN3|4287,ATXN3
ATXN3L|92552,ATXN3L
ATXN7|6314,ATXN7
ATXN7L1|222255,ATXN7L1
ATXN7L2|127002,ATXN7L2
ATXN7L3|56970,ATXN7L3
ATXN7L3B|552889,ATXN7L3B
ATXN8OS|6315,ATXN8OS
AUH|549,AUH
AUP1|550,AUP1
AURKA|6790,AURKA
AURKAIP1|54998,AURKAIP1
AURKAPS1|6791,AURKAPS1
AURKB|9212,AURKB
AURKC|6795,AURKC
AUTS2|26053,AUTS2
AVEN|57099,AVEN
AVIL|10677,AVIL
AVL9|23080,AVL9
AVP|551,AVP
AVPI1|60370,AVPI1
AVPR1A|552,AVPR1A
AVPR1B|553,AVPR1B
AVPR2|554,AVPR2
AWAT1|158833,AWAT1
AWAT2|158835,AWAT2
AXIN1|8312,AXIN1
AXIN2|8313,AXIN2
AXL|558,AXL
AZGP1|563,AZGP1
AZI1|22994,AZI1
AZI2|64343,AZI2
AZIN1|51582,AZIN1
AZU1|566,AZU1
B2M|567,B2M
B3GALNT1|8706,B3GALNT1
B3GALNT2|148789,B3GALNT2
B3GALT1|8708,B3GALT1
B3GALT2|8707,B3GALT2
B3GALT4|8705,B3GALT4
B3GALT5|10317,B3GALT5
B3GALT6|126792,B3GALT6
B3GALTL|145173,B3GALTL
B3GAT1|27087,B3GAT1
B3GAT2|135152,B3GAT2
B3GAT3|26229,B3GAT3
B3GNT1|11041,B3GNT1
B3GNT2|10678,B3GNT2
B3GNT3|10331,B3GNT3
B3GNT4|79369,B3GNT4
B3GNT5|84002,B3GNT5
B3GNT6|192134,B3GNT6
B3GNT7|93010,B3GNT7
B3GNT8|374907,B3GNT8
B3GNT9|84752,B3GNT9
B3GNTL1|146712,B3GNTL1
B4GALNT1|2583,B4GALNT1
B4GALNT2|124872,B4GALNT2
B4GALNT3|283358,B4GALNT3
B4GALNT4|338707,B4GALNT4
B4GALT1|2683,B4GALT1
B4GALT2|8704,B4GALT2
B4GALT3|8703,B4GALT3
B4GALT4|8702,B4GALT4
B4GALT5|9334,B4GALT5
B4GALT6|9331,B4GALT6
B4GALT7|11285,B4GALT7
B9D1|27077,B9D1
B9D2|80776,B9D2
BAALC|79870,BAALC
BAAT|570,BAAT
BACE1|23621,BACE1
BACE2|25825,BACE2
BACH1|571,BACH1
BACH2|60468,BACH2
BAD|572,BAD
BAG1|573,BAG1
BAG2|9532,BAG2
BAG3|9531,BAG3
BAG4|9530,BAG4
BAG5|9529,BAG5
BAGE|574,BAGE
BAGE2|85319,BAGE2
BAHCC1|57597,BAHCC1
BAHD1|22893,BAHD1
BAI1|575,BAI1
BAI2|576,BAI2
BAI3|577,BAI3
BAIAP2|10458,BAIAP2
BAIAP2L1|55971,BAIAP2L1
BAIAP2L2|80115,BAIAP2L2
BAIAP3|8938,BAIAP3
BAK1|578,BAK1
BAMBI|25805,BAMBI
BANF1|8815,BANF1
BANF2|140836,BANF2
BANK1|55024,BANK1
BANP|54971,BANP
BAP1|8314,BAP1
BARD1|580,BARD1
BARHL1|56751,BARHL1
BARHL2|343472,BARHL2
BARX1|56033,BARX1
BARX2|8538,BARX2
BASE|317716,BASE
BASP1|10409,BASP1
BAT1|7919,BAT1
BAT2|7916,BAT2
BAT2L1|84726,BAT2L1
BAT2L2|23215,BAT2L2
BAT3|7917,BAT3
BAT4|7918,BAT4
BAT5|7920,BAT5
BATF|10538,BATF
BATF2|116071,BATF2
BATF3|55509,BATF3
BAX|581,BAX
BAZ1A|11177,BAZ1A
BAZ1B|9031,BAZ1B
BAZ2A|11176,BAZ2A
BAZ2B|29994,BAZ2B
BBC3|27113,BBC3
BBOX1|8424,BBOX1
BBS1|582,BBS1
BBS10|79738,BBS10
BBS12|166379,BBS12
BBS2|583,BBS2
BBS4|585,BBS4
BBS5|129880,BBS5
BBS7|55212,BBS7
BBS9|27241,BBS9
BBX|56987,BBX
BCAM|4059,BCAM
BCAN|63827,BCAN
BCAP29|55973,BCAP29
BCAP31|10134,BCAP31
BCAR1|9564,BCAR1
BCAR3|8412,BCAR3
BCAR4|400500,BCAR4
BCAS1|8537,BCAS1
BCAS2|10286,BCAS2
BCAS3|54828,BCAS3
BCAS4|55653,BCAS4
BCAT1|586,BCAT1
BCAT2|587,BCAT2
BCCIP|56647,BCCIP
BCDIN3D|144233,BCDIN3D
BCHE|590,BCHE
BCKDHA|593,BCKDHA
BCKDHB|594,BCKDHB
BCKDK|10295,BCKDK
BCL10|8915,BCL10
BCL11A|53335,BCL11A
BCL11B|64919,BCL11B
BCL2|596,BCL2
BCL2A1|597,BCL2A1
BCL2L1|598,BCL2L1
BCL2L10|10017,BCL2L10
BCL2L11|10018,BCL2L11
BCL2L12|83596,BCL2L12
BCL2L13|23786,BCL2L13
BCL2L14|79370,BCL2L14
BCL2L15|440603,BCL2L15
BCL2L2|599,BCL2L2
BCL3|602,BCL3
BCL6|604,BCL6
BCL6B|255877,BCL6B
BCL7A|605,BCL7A
BCL7B|9275,BCL7B
BCL7C|9274,BCL7C
BCL8|606,BCL8
BCL9|607,BCL9
BCL9L|283149,BCL9L
BCLAF1|9774,BCLAF1
BCMO1|53630,BCMO1
BCO2|83875,BCO2
BCOR|54880,BCOR
BCORL1|63035,BCORL1
BCORL2|286554,BCORL2
BCR|613,BCR
BCS1L|617,BCS1L
BCYRN1|618,BCYRN1
BDH1|622,BDH1
BDH2|56898,BDH2
BDKRB1|623,BDKRB1
BDKRB2|624,BDKRB2
BDNF|627,BDNF
BDNFOS|497258,BDNFOS
BDP1|55814,BDP1
BEAN|146227,BEAN
BECN1|8678,BECN1
BEGAIN|57596,BEGAIN
BEND2|139105,BEND2
BEND3|57673,BEND3
BEND4|389206,BEND4
BEND5|79656,BEND5
BEND6|221336,BEND6
BEND7|222389,BEND7
BEST1|7439,BEST1
BEST2|54831,BEST2
BEST3|144453,BEST3
BEST4|266675,BEST4
BET1|10282,BET1
BET1L|51272,BET1L
BET3L|100128327,BET3L
BEX1|55859,BEX1
BEX2|84707,BEX2
BEX4|56271,BEX4
BEX5|340542,BEX5
BEYLA|497634,BEYLA
BFAR|51283,BFAR
BFSP1|631,BFSP1
BFSP2|8419,BFSP2
BGLAP|632,BGLAP
BGN|633,BGN
BHLHA15|168620,BHLHA15
BHLHB9|80823,BHLHB9
BHLHE22|27319,BHLHE22
BHLHE23|128408,BHLHE23
BHLHE40|8553,BHLHE40
BHLHE41|79365,BHLHE41
BHMT|635,BHMT
BHMT2|23743,BHMT2
BICC1|80114,BICC1
BICD1|636,BICD1
BICD2|23299,BICD2
BID|637,BID
BIK|638,BIK
BIN1|274,BIN1
BIN2|51411,BIN2
BIN3|55909,BIN3
BIRC2|329,BIRC2
BIRC3|330,BIRC3
BIRC5|332,BIRC5
BIRC6|57448,BIRC6
BIRC7|79444,BIRC7
BIRC8|112401,BIRC8
BIVM|54841,BIVM
BLCAP|10904,BLCAP
BLID|414899,BLID
BLK|640,BLK
BLM|641,BLM
BLMH|642,BLMH
BLNK|29760,BLNK
BLOC1S1|2647,BLOC1S1
BLOC1S2|282991,BLOC1S2
BLOC1S3|388552,BLOC1S3
BLVRA|644,BLVRA
BLVRB|645,BLVRB
BLZF1|8548,BLZF1
BMF|90427,BMF
BMI1|648,BMI1
BMP1|649,BMP1
BMP10|27302,BMP10
BMP15|9210,BMP15
BMP2|650,BMP2
BMP2K|55589,BMP2K
BMP3|651,BMP3
BMP4|652,BMP4
BMP5|653,BMP5
BMP6|654,BMP6
BMP7|655,BMP7
BMP8A|353500,BMP8A
BMP8B|656,BMP8B
BMPER|168667,BMPER
BMPR1A|657,BMPR1A
BMPR1B|658,BMPR1B
BMPR2|659,BMPR2
BMS1|9790,BMS1
BMS1P4|729096,BMS1P4
BMS1P5|399761,BMS1P5
BMX|660,BMX
BNC1|646,BNC1
BNC2|54796,BNC2
BNIP1|662,BNIP1
BNIP2|663,BNIP2
BNIP3|664,BNIP3
BNIP3L|665,BNIP3L
BNIPL|149428,BNIPL
BOC|91653,BOC
BOD1|91272,BOD1
BOD1L|259282,BOD1L
BOK|666,BOK
BOLA1|51027,BOLA1
BOLA2|552900,BOLA2
BOLA3|388962,BOLA3
BOLL|66037,BOLL
BOP1|23246,BOP1
BPESC1|60467,BPESC1
BPGM|669,BPGM
BPHL|670,BPHL
BPI|671,BPI
BPIL1|80341,BPIL1
BPIL2|254240,BPIL2
BPIL3|128859,BPIL3
BPNT1|10380,BPNT1
BPTF|2186,BPTF
BPY2|9083,BPY2
BRAF|673,BRAF
BRAP|8315,BRAP
BRCA1|672,BRCA1
BRCA2|675,BRCA2
BRCC3|79184,BRCC3
BRD1|23774,BRD1
BRD2|6046,BRD2
BRD3|8019,BRD3
BRD4|23476,BRD4
BRD7|29117,BRD7
BRD7P3|23629,BRD7P3
BRD8|10902,BRD8
BRD9|65980,BRD9
BRDT|676,BRDT
BRE|9577,BRE
BREA2|286076,BREA2
BRF1|2972,BRF1
BRF2|55290,BRF2
BRI3|25798,BRI3
BRI3BP|140707,BRI3BP
BRIP1|83990,BRIP1
BRIX1|55299,BRIX1
BRMS1|25855,BRMS1
BRMS1L|84312,BRMS1L
BRP44|25874,BRP44
BRP44L|51660,BRP44L
BRPF1|7862,BRPF1
BRPF3|27154,BRPF3
BRS3|680,BRS3
BRSK1|84446,BRSK1
BRSK2|9024,BRSK2
BRWD1|54014,BRWD1
BRWD3|254065,BRWD3
BSCL2|26580,BSCL2
BSDC1|55108,BSDC1
BSG|682,BSG
BSN|8927,BSN
BSND|7809,BSND
BSPH1|100131137,BSPH1
BSPRY|54836,BSPRY
BST1|683,BST1
BST2|684,BST2
BSX|390259,BSX
BTAF1|9044,BTAF1
BTBD1|53339,BTBD1
BTBD10|84280,BTBD10
BTBD11|121551,BTBD11
BTBD12|84464,BTBD12
BTBD16|118663,BTBD16
BTBD17|388419,BTBD17
BTBD18|643376,BTBD18
BTBD19|149478,BTBD19
BTBD2|55643,BTBD2
BTBD3|22903,BTBD3
BTBD6|90135,BTBD6
BTBD7|55727,BTBD7
BTBD8|284697,BTBD8
BTBD9|114781,BTBD9
BTC|685,BTC
BTD|686,BTD
BTF3|689,BTF3
BTF3L1|690,BTF3L1
BTF3L4|91408,BTF3L4
BTG1|694,BTG1
BTG2|7832,BTG2
BTG3|10950,BTG3
BTG4|54766,BTG4
BTK|695,BTK
BTLA|151888,BTLA
BTN1A1|696,BTN1A1
BTN2A1|11120,BTN2A1
BTN2A2|10385,BTN2A2
BTN2A3|54718,BTN2A3
BTN3A1|11119,BTN3A1
BTN3A2|11118,BTN3A2
BTN3A3|10384,BTN3A3
BTNL2|56244,BTNL2
BTNL3|10917,BTNL3
BTNL8|79908,BTNL8
BTNL9|153579,BTNL9
BTRC|8945,BTRC
BUB1|699,BUB1
BUB1B|701,BUB1B
BUB3|9184,BUB3
BUD13|84811,BUD13
BUD31|8896,BUD31
BVES|11149,BVES
BYSL|705,BYSL
BZRAP1|9256,BZRAP1
BZW1|9689,BZW1
BZW2|28969,BZW2
C10orf10|11067,C10orf10
C10orf105|414152,C10orf105
C10orf107|219621,C10orf107
C10orf108|414235,C10orf108
C10orf11|83938,C10orf11
C10orf110|55853,C10orf110
C10orf111|221060,C10orf111
C10orf113|387638,C10orf113
C10orf114|399726,C10orf114
C10orf116|10974,C10orf116
C10orf118|55088,C10orf118
C10orf119|79892,C10orf119
C10orf12|26148,C10orf12
C10orf120|399814,C10orf120
C10orf122|387718,C10orf122
C10orf125|282969,C10orf125
C10orf128|170371,C10orf128
C10orf129|142827,C10orf129
C10orf131|100127889,C10orf131
C10orf137|26098,C10orf137
C10orf140|387640,C10orf140
C10orf18|54906,C10orf18
C10orf2|56652,C10orf2
C10orf25|220979,C10orf25
C10orf26|54838,C10orf26
C10orf27|219793,C10orf27
C10orf28|27291,C10orf28
C10orf32|119032,C10orf32
C10orf35|219738,C10orf35
C10orf4|118924,C10orf4
C10orf40|283025,C10orf40
C10orf41|100131213,C10orf41
C10orf46|143384,C10orf46
C10orf47|254427,C10orf47
C10orf50|645528,C10orf50
C10orf53|282966,C10orf53
C10orf54|64115,C10orf54
C10orf55|414236,C10orf55
C10orf57|80195,C10orf57
C10orf58|84293,C10orf58
C10orf62|414157,C10orf62
C10orf67|256815,C10orf67
C10orf68|79741,C10orf68
C10orf71|118461,C10orf71
C10orf72|196740,C10orf72
C10orf75|90271,C10orf75
C10orf76|79591,C10orf76
C10orf78|119392,C10orf78
C10orf79|80217,C10orf79
C10orf81|79949,C10orf81
C10orf82|143379,C10orf82
C10orf84|63877,C10orf84
C10orf88|80007,C10orf88
C10orf90|118611,C10orf90
C10orf91|170393,C10orf91
C10orf93|255352,C10orf93
C10orf95|79946,C10orf95
C10orf96|374355,C10orf96
C10orf99|387695,C10orf99
C11orf1|64776,C11orf1
C11orf10|746,C11orf10
C11orf16|56673,C11orf16
C11orf17|56672,C11orf17
C11orf2|738,C11orf2
C11orf20|25858,C11orf20
C11orf21|29125,C11orf21
C11orf24|53838,C11orf24
C11orf30|56946,C11orf30
C11orf31|280636,C11orf31
C11orf34|349633,C11orf34
C11orf35|256329,C11orf35
C11orf36|283303,C11orf36
C11orf40|143501,C11orf40
C11orf41|25758,C11orf41
C11orf42|160298,C11orf42
C11orf45|219833,C11orf45
C11orf46|120534,C11orf46
C11orf48|79081,C11orf48
C11orf49|79096,C11orf49
C11orf51|25906,C11orf51
C11orf52|91894,C11orf52
C11orf53|341032,C11orf53
C11orf54|28970,C11orf54
C11orf57|55216,C11orf57
C11orf58|10944,C11orf58
C11orf59|55004,C11orf59
C11orf61|79684,C11orf61
C11orf63|79864,C11orf63
C11orf64|283197,C11orf64
C11orf65|160140,C11orf65
C11orf66|220004,C11orf66
C11orf67|28971,C11orf67
C11orf68|83638,C11orf68
C11orf70|85016,C11orf70
C11orf71|54494,C11orf71
C11orf73|51501,C11orf73
C11orf74|119710,C11orf74
C11orf75|56935,C11orf75
C11orf80|79703,C11orf80
C11orf82|220042,C11orf82
C11orf83|790955,C11orf83
C11orf84|144097,C11orf84
C11orf85|283129,C11orf85
C11orf86|254439,C11orf86
C11orf87|399947,C11orf87
C11orf88|399949,C11orf88
C11orf9|745,C11orf9
C11orf90|387804,C11orf90
C11orf92|399948,C11orf92
C11orf93|120376,C11orf93
C11orf94|143678,C11orf94
C11orf95|65998,C11orf95
C12orf10|60314,C12orf10
C12orf11|55726,C12orf11
C12orf12|196477,C12orf12
C12orf23|90488,C12orf23
C12orf24|29902,C12orf24
C12orf26|84190,C12orf26
C12orf27|283460,C12orf27
C12orf29|91298,C12orf29
C12orf32|83695,C12orf32
C12orf34|84915,C12orf34
C12orf35|55196,C12orf35
C12orf36|283422,C12orf36
C12orf39|80763,C12orf39
C12orf4|57102,C12orf4
C12orf40|283461,C12orf40
C12orf41|54934,C12orf41
C12orf42|374470,C12orf42
C12orf43|64897,C12orf43
C12orf44|60673,C12orf44
C12orf45|121053,C12orf45
C12orf47|51275,C12orf47
C12orf48|55010,C12orf48
C12orf49|79794,C12orf49
C12orf5|57103,C12orf5
C12orf50|160419,C12orf50
C12orf51|283450,C12orf51
C12orf52|84934,C12orf52
C12orf53|196500,C12orf53
C12orf54|121273,C12orf54
C12orf56|115749,C12orf56
C12orf57|113246,C12orf57
C12orf59|120939,C12orf59
C12orf60|144608,C12orf60
C12orf61|283416,C12orf61
C12orf62|84987,C12orf62
C12orf63|374467,C12orf63
C12orf65|91574,C12orf65
C12orf66|144577,C12orf66
C12orf68|387856,C12orf68
C12orf69|440087,C12orf69
C12orf70|341346,C12orf70
C12orf71|728858,C12orf71
C12orf72|254013,C12orf72
C12orf73|728568,C12orf73
C12orf74|338809,C12orf74
C12orf75|387882,C12orf75
C12orf76|400073,C12orf76
C12orf77|196415,C12orf77
C13orf1|57213,C13orf1
C13orf15|28984,C13orf15
C13orf16|121793,C13orf16
C13orf18|80183,C13orf18
C13orf23|80209,C13orf23
C13orf26|122046,C13orf26
C13orf27|93081,C13orf27
C13orf28|122258,C13orf28
C13orf29|283487,C13orf29
C13orf30|144809,C13orf30
C13orf31|144811,C13orf31
C13orf33|84935,C13orf33
C13orf34|79866,C13orf34
C13orf35|400165,C13orf35
C13orf36|400120,C13orf36
C13orf37|440145,C13orf37
C13orf38|728591,C13orf38
C13orf39|196541,C13orf39
C14orf1|11161,C14orf1
C14orf101|54916,C14orf101
C14orf102|55051,C14orf102
C14orf104|55172,C14orf104
C14orf105|55195,C14orf105
C14orf106|55320,C14orf106
C14orf109|26175,C14orf109
C14orf115|55237,C14orf115
C14orf118|55668,C14orf118
C14orf119|55017,C14orf119
C14orf126|112487,C14orf126
C14orf128|84837,C14orf128
C14orf129|51527,C14orf129
C14orf132|56967,C14orf132
C14orf135|64430,C14orf135
C14orf138|79609,C14orf138
C14orf139|79686,C14orf139
C14orf142|84520,C14orf142
C14orf143|90141,C14orf143
C14orf145|145508,C14orf145
C14orf147|171546,C14orf147
C14orf148|122945,C14orf148
C14orf149|112849,C14orf149
C14orf153|84334,C14orf153
C14orf156|81892,C14orf156
C14orf159|80017,C14orf159
C14orf162|56936,C14orf162
C14orf165|414767,C14orf165
